epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,1.6721237275400773,0.29926108374384236,1.9954910449639052,0.23353293413173654
2,1.5473336239753686,0.39039408866995073,2.678748942420868,0.12574850299401197
3,1.4492013542522937,0.43103448275862066,2.053476225830124,0.3023952095808383
