epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,1.6523344499137014,0.31650246305418717,2.0152980210538396,0.05389221556886228
2,1.468219884510698,0.4396551724137931,1.9842971816748203,0.2844311377245509
3,1.3891116897460862,0.47167487684729065,2.6891889308027164,0.18862275449101795
