epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,1.5956613917656133,0.3706896551724138,1.9695173666148842,0.2155688622754491
2,1.3713583212180678,0.45935960591133007,2.4467088298169437,0.1437125748502994
3,1.1567010662238586,0.541871921182266,2.8326023324521,0.19760479041916168
